lad22cd,lad22nm,lsoa21cd,category,count_21,count_11,change
E09000002,Barking and Dagenham,E01000032,One-person household,177,181,-4
E09000002,Barking and Dagenham,E01000033,All household members have the same ethnic group,335,311,24
E09000002,Barking and Dagenham,E01000033,Any other combination of multiple ethnic identities,22,11,11
E09000002,Barking and Dagenham,E01000033,Ethnic groups differ between generations but not within partnerships,24,26,-2
E09000002,Barking and Dagenham,E01000033,Ethnic groups differ within partnerships,21,27,-6
E09000002,Barking and Dagenham,E01000033,One-person household,156,158,-2
E09000002,Barking and Dagenham,E01000034,All household members have the same ethnic group,302,326,-24
E09000002,Barking and Dagenham,E01000034,Any other combination of multiple ethnic identities,33,8,25
E09000002,Barking and Dagenham,E01000034,Ethnic groups differ between generations but not within partnerships,26,22,4
E09000002,Barking and Dagenham,E01000034,Ethnic groups differ within partnerships,27,19,8
E09000002,Barking and Dagenham,E01000034,One-person household,125,142,-17
E09000002,Barking and Dagenham,E01000035,All household members have the same ethnic group,358,338,20
E09000002,Barking and Dagenham,E01000035,Any other combination of multiple ethnic identities,28,11,17
E09000002,Barking and Dagenham,E01000035,Ethnic groups differ between generations but not within partnerships,27,30,-3
E09000002,Barking and Dagenham,E01000035,Ethnic groups differ within partnerships,36,37,-1
E09000002,Barking and Dagenham,E01000035,One-person household,145,151,-6
E09000002,Barking and Dagenham,E01000036,All household members have the same ethnic group,296,299,-3
E09000002,Barking and Dagenham,E01000036,Any other combination of multiple ethnic identities,33,19,14
E09000002,Barking and Dagenham,E01000036,Ethnic groups differ between generations but not within partnerships,19,23,-4
E09000002,Barking and Dagenham,E01000036,Ethnic groups differ within partnerships,29,30,-1
E09000002,Barking and Dagenham,E01000036,One-person household,94,98,-4
E09000002,Barking and Dagenham,E01000037,All household members have the same ethnic group,373,392,-19
E09000002,Barking and Dagenham,E01000037,Any other combination of multiple ethnic identities,29,8,21
E09000002,Barking and Dagenham,E01000037,Ethnic groups differ between generations but not within partnerships,18,18,0
E09000002,Barking and Dagenham,E01000037,Ethnic groups differ within partnerships,44,32,12
E09000002,Barking and Dagenham,E01000037,One-person household,128,129,-1
E09000002,Barking and Dagenham,E01000038,All household members have the same ethnic group,359,343,16
E09000002,Barking and Dagenham,E01000038,Any other combination of multiple ethnic identities,31,10,21
E09000002,Barking and Dagenham,E01000038,Ethnic groups differ between generations but not within partnerships,17,21,-4
E09000002,Barking and Dagenham,E01000038,Ethnic groups differ within partnerships,34,36,-2
E09000002,Barking and Dagenham,E01000038,One-person household,121,153,-32
E09000002,Barking and Dagenham,E01000039,All household members have the same ethnic group,382,390,-8
E09000002,Barking and Dagenham,E01000039,Any other combination of multiple ethnic identities,22,7,15
E09000002,Barking and Dagenham,E01000039,Ethnic groups differ between generations but not within partnerships,23,22,1
E09000002,Barking and Dagenham,E01000039,Ethnic groups differ within partnerships,52,55,-3
E09000002,Barking and Dagenham,E01000039,One-person household,164,185,-21
E09000002,Barking and Dagenham,E01000040,All household members have the same ethnic group,398,348,50
E09000002,Barking and Dagenham,E01000040,Any other combination of multiple ethnic identities,38,26,12
E09000002,Barking and Dagenham,E01000040,Ethnic groups differ between generations but not within partnerships,34,47,-13
E09000002,Barking and Dagenham,E01000040,Ethnic groups differ within partnerships,37,31,6
E09000002,Barking and Dagenham,E01000040,One-person household,154,188,-34
E09000002,Barking and Dagenham,E01000041,All household members have the same ethnic group,386,356,30
E09000002,Barking and Dagenham,E01000041,Any other combination of multiple ethnic identities,46,17,29
E09000002,Barking and Dagenham,E01000041,Ethnic groups differ between generations but not within partnerships,37,53,-16
E09000002,Barking and Dagenham,E01000041,Ethnic groups differ within partnerships,29,32,-3
E09000002,Barking and Dagenham,E01000041,One-person household,108,149,-41
E09000002,Barking and Dagenham,E01000042,All household members have the same ethnic group,369,330,39
E09000002,Barking and Dagenham,E01000042,Any other combination of multiple ethnic identities,27,38,-11
E09000002,Barking and Dagenham,E01000042,Ethnic groups differ between generations but not within partnerships,40,59,-19
E09000002,Barking and Dagenham,E01000042,Ethnic groups differ within partnerships,31,38,-7
E09000002,Barking and Dagenham,E01000042,One-person household,189,214,-25
E09000002,Barking and Dagenham,E01000043,All household members have the same ethnic group,296,269,27
E09000002,Barking and Dagenham,E01000043,Any other combination of multiple ethnic identities,38,27,11
E09000002,Barking and Dagenham,E01000043,Ethnic groups differ between generations but not within partnerships,16,27,-11
E09000002,Barking and Dagenham,E01000043,Ethnic groups differ within partnerships,18,21,-3
E09000002,Barking and Dagenham,E01000043,One-person household,102,117,-15
E09000002,Barking and Dagenham,E01000044,All household members have the same ethnic group,325,316,9
E09000002,Barking and Dagenham,E01000044,Any other combination of multiple ethnic identities,55,43,12
E09000002,Barking and Dagenham,E01000044,Ethnic groups differ between generations but not within partnerships,43,60,-17
E09000002,Barking and Dagenham,E01000044,Ethnic groups differ within partnerships,44,58,-14
E09000002,Barking and Dagenham,E01000044,One-person household,194,152,42
E09000002,Barking and Dagenham,E01000045,All household members have the same ethnic group,361,355,6
E09000002,Barking and Dagenham,E01000045,Any other combination of multiple ethnic identities,39,43,-4
E09000002,Barking and Dagenham,E01000045,Ethnic groups differ between generations but not within partnerships,25,46,-21
E09000002,Barking and Dagenham,E01000045,Ethnic groups differ within partnerships,42,23,19
E09000002,Barking and Dagenham,E01000045,One-person household,118,135,-17
E09000002,Barking and Dagenham,E01000046,All household members have the same ethnic group,413,417,-4
E09000002,Barking and Dagenham,E01000046,Any other combination of multiple ethnic identities,49,14,35
E09000002,Barking and Dagenham,E01000046,Ethnic groups differ between generations but not within partnerships,30,43,-13
E09000002,Barking and Dagenham,E01000046,Ethnic groups differ within partnerships,27,35,-8
E09000002,Barking and Dagenham,E01000046,One-person household,143,145,-2
E09000002,Barking and Dagenham,E01000049,All household members have the same ethnic group,347,315,32
E09000002,Barking and Dagenham,E01000049,Any other combination of multiple ethnic identities,43,29,14
E09000002,Barking and Dagenham,E01000049,Ethnic groups differ between generations but not within partnerships,44,93,-49
E09000002,Barking and Dagenham,E01000049,Ethnic groups differ within partnerships,26,39,-13
E09000002,Barking and Dagenham,E01000049,One-person household,116,167,-51
E09000002,Barking and Dagenham,E01000050,All household members have the same ethnic group,343,274,69
E09000002,Barking and Dagenham,E01000050,Any other combination of multiple ethnic identities,45,35,10
E09000002,Barking and Dagenham,E01000050,Ethnic groups differ between generations but not within partnerships,45,84,-39
E09000002,Barking and Dagenham,E01000050,Ethnic groups differ within partnerships,38,30,8
E09000002,Barking and Dagenham,E01000050,One-person household,156,192,-36
E09000002,Barking and Dagenham,E01000051,All household members have the same ethnic group,227,330,-103
E09000002,Barking and Dagenham,E01000051,Any other combination of multiple ethnic identities,19,26,-7
E09000002,Barking and Dagenham,E01000051,Ethnic groups differ between generations but not within partnerships,20,102,-82
E09000002,Barking and Dagenham,E01000051,Ethnic groups differ within partnerships,36,32,4
E09000002,Barking and Dagenham,E01000051,One-person household,128,235,-107
E09000002,Barking and Dagenham,E01000052,All household members have the same ethnic group,469,392,77
E09000002,Barking and Dagenham,E01000052,Any other combination of multiple ethnic identities,65,46,19
E09000002,Barking and Dagenham,E01000052,Ethnic groups differ between generations but not within partnerships,43,64,-21
E09000002,Barking and Dagenham,E01000052,Ethnic groups differ within partnerships,49,39,10
E09000002,Barking and Dagenham,E01000052,One-person household,167,228,-61
E09000002,Barking and Dagenham,E01000053,All household members have the same ethnic group,327,293,34
E09000002,Barking and Dagenham,E01000053,Any other combination of multiple ethnic identities,20,23,-3
E09000002,Barking and Dagenham,E01000053,Ethnic groups differ between generations but not within partnerships,42,36,6
E09000002,Barking and Dagenham,E01000053,Ethnic groups differ within partnerships,28,52,-24
E09000002,Barking and Dagenham,E01000053,One-person household,231,241,-10
E09000002,Barking and Dagenham,E01000054,All household members have the same ethnic group,413,419,-6
E09000002,Barking and Dagenham,E01000054,Any other combination of multiple ethnic identities,34,18,16
E09000002,Barking and Dagenham,E01000054,Ethnic groups differ between generations but not within partnerships,43,25,18
E09000002,Barking and Dagenham,E01000054,Ethnic groups differ within partnerships,23,27,-4
E09000002,Barking and Dagenham,E01000054,One-person household,124,149,-25
E09000002,Barking and Dagenham,E01000055,All household members have the same ethnic group,382,351,31
E09000002,Barking and Dagenham,E01000055,Any other combination of multiple ethnic identities,33,7,26
E09000002,Barking and Dagenham,E01000055,Ethnic groups differ between generations but not within partnerships,28,36,-8
E09000002,Barking and Dagenham,E01000055,Ethnic groups differ within partnerships,32,37,-5
E09000002,Barking and Dagenham,E01000055,One-person household,90,129,-39
E09000002,Barking and Dagenham,E01000056,All household members have the same ethnic group,364,349,15
E09000002,Barking and Dagenham,E01000056,Any other combination of multiple ethnic identities,27,16,11
E09000002,Barking and Dagenham,E01000056,Ethnic groups differ between generations but not within partnerships,28,40,-12
E09000002,Barking and Dagenham,E01000056,Ethnic groups differ within partnerships,30,35,-5
E09000002,Barking and Dagenham,E01000056,One-person household,113,133,-20
E09000002,Barking and Dagenham,E01000057,All household members have the same ethnic group,331,320,11
E09000002,Barking and Dagenham,E01000057,Any other combination of multiple ethnic identities,32,16,16
E09000002,Barking and Dagenham,E01000057,Ethnic groups differ between generations but not within partnerships,40,49,-9
E09000002,Barking and Dagenham,E01000057,Ethnic groups differ within partnerships,34,31,3
E09000002,Barking and Dagenham,E01000057,One-person household,95,121,-26
E09000002,Barking and Dagenham,E01000058,All household members have the same ethnic group,451,367,84
E09000002,Barking and Dagenham,E01000058,Any other combination of multiple ethnic identities,52,38,14
E09000002,Barking and Dagenham,E01000058,Ethnic groups differ between generations but not within partnerships,32,54,-22
E09000002,Barking and Dagenham,E01000058,Ethnic groups differ within partnerships,40,43,-3
E09000002,Barking and Dagenham,E01000058,One-person household,122,188,-66
E09000002,Barking and Dagenham,E01000059,All household members have the same ethnic group,350,342,8
E09000002,Barking and Dagenham,E01000059,Any other combination of multiple ethnic identities,31,9,22
E09000002,Barking and Dagenham,E01000059,Ethnic groups differ between generations but not within partnerships,30,47,-17
E09000002,Barking and Dagenham,E01000059,Ethnic groups differ within partnerships,33,27,6
E09000002,Barking and Dagenham,E01000059,One-person household,126,153,-27
E09000002,Barking and Dagenham,E01000060,All household members have the same ethnic group,447,409,38
E09000002,Barking and Dagenham,E01000060,Any other combination of multiple ethnic identities,39,14,25
E09000002,Barking and Dagenham,E01000060,Ethnic groups differ between generations but not within partnerships,30,40,-10
E09000002,Barking and Dagenham,E01000060,Ethnic groups differ within partnerships,47,21,26
E09000002,Barking and Dagenham,E01000060,One-person household,247,286,-39
E09000002,Barking and Dagenham,E01000061,All household members have the same ethnic group,388,344,44
E09000002,Barking and Dagenham,E01000061,Any other combination of multiple ethnic identities,30,17,13
E09000002,Barking and Dagenham,E01000061,Ethnic groups differ between generations but not within partnerships,35,78,-43
E09000002,Barking and Dagenham,E01000061,Ethnic groups differ within partnerships,30,37,-7
E09000002,Barking and Dagenham,E01000061,One-person household,269,192,77
E09000002,Barking and Dagenham,E01000062,All household members have the same ethnic group,433,430,3
E09000002,Barking and Dagenham,E01000062,Any other combination of multiple ethnic identities,50,17,33
E09000002,Barking and Dagenham,E01000062,Ethnic groups differ between generations but not within partnerships,51,49,2
E09000002,Barking and Dagenham,E01000062,Ethnic groups differ within partnerships,41,35,6
E09000002,Barking and Dagenham,E01000062,One-person household,187,230,-43
E09000002,Barking and Dagenham,E01000063,All household members have the same ethnic group,393,371,22
E09000002,Barking and Dagenham,E01000063,Any other combination of multiple ethnic identities,36,19,17
E09000002,Barking and Dagenham,E01000063,Ethnic groups differ between generations but not within partnerships,21,29,-8
E09000002,Barking and Dagenham,E01000063,Ethnic groups differ within partnerships,35,31,4
E09000002,Barking and Dagenham,E01000063,One-person household,142,185,-43
E09000002,Barking and Dagenham,E01000064,All household members have the same ethnic group,465,424,41
E09000002,Barking and Dagenham,E01000064,Any other combination of multiple ethnic identities,36,15,21
E09000002,Barking and Dagenham,E01000064,Ethnic groups differ between generations but not within partnerships,41,49,-8
E09000002,Barking and Dagenham,E01000064,Ethnic groups differ within partnerships,41,23,18
E09000002,Barking and Dagenham,E01000064,One-person household,212,198,14
E09000002,Barking and Dagenham,E01000065,All household members have the same ethnic group,394,365,29
E09000002,Barking and Dagenham,E01000065,Any other combination of multiple ethnic identities,47,17,30
E09000002,Barking and Dagenham,E01000065,Ethnic groups differ between generations but not within partnerships,32,42,-10
E09000002,Barking and Dagenham,E01000065,Ethnic groups differ within partnerships,28,29,-1
E09000002,Barking and Dagenham,E01000065,One-person household,282,321,-39
E09000002,Barking and Dagenham,E01000066,All household members have the same ethnic group,410,362,48
E09000002,Barking and Dagenham,E01000066,Any other combination of multiple ethnic identities,44,30,14
E09000002,Barking and Dagenham,E01000066,Ethnic groups differ between generations but not within partnerships,20,44,-24
E09000002,Barking and Dagenham,E01000066,Ethnic groups differ within partnerships,36,39,-3
E09000002,Barking and Dagenham,E01000066,One-person household,198,208,-10
E09000002,Barking and Dagenham,E01000067,All household members have the same ethnic group,419,397,22
E09000002,Barking and Dagenham,E01000067,Any other combination of multiple ethnic identities,41,36,5
E09000002,Barking and Dagenham,E01000067,Ethnic groups differ between generations but not within partnerships,24,31,-7
E09000002,Barking and Dagenham,E01000067,Ethnic groups differ within partnerships,49,43,6
E09000002,Barking and Dagenham,E01000067,One-person household,124,172,-48
E09000002,Barking and Dagenham,E01000068,All household members have the same ethnic group,332,296,36
E09000002,Barking and Dagenham,E01000068,Any other combination of multiple ethnic identities,50,39,11
E09000002,Barking and Dagenham,E01000068,Ethnic groups differ between generations but not within partnerships,9,23,-14
E09000002,Barking and Dagenham,E01000068,Ethnic groups differ within partnerships,21,20,1
E09000002,Barking and Dagenham,E01000068,One-person household,64,84,-20
E09000002,Barking and Dagenham,E01000069,All household members have the same ethnic group,351,422,-71
E09000002,Barking and Dagenham,E01000069,Any other combination of multiple ethnic identities,70,17,53
E09000002,Barking and Dagenham,E01000069,Ethnic groups differ between generations but not within partnerships,3,39,-36
E09000002,Barking and Dagenham,E01000069,Ethnic groups differ within partnerships,30,49,-19
E09000002,Barking and Dagenham,E01000069,One-person household,82,104,-22
E09000002,Barking and Dagenham,E01000070,All household members have the same ethnic group,396,304,92
E09000002,Barking and Dagenham,E01000070,Any other combination of multiple ethnic identities,38,24,14
E09000002,Barking and Dagenham,E01000070,Ethnic groups differ between generations but not within partnerships,13,25,-12
E09000002,Barking and Dagenham,E01000070,Ethnic groups differ within partnerships,32,42,-10
E09000002,Barking and Dagenham,E01000070,One-person household,103,85,18
E09000002,Barking and Dagenham,E01000071,All household members have the same ethnic group,495,421,74
E09000002,Barking and Dagenham,E01000071,Any other combination of multiple ethnic identities,59,29,30
E09000002,Barking and Dagenham,E01000071,Ethnic groups differ between generations but not within partnerships,25,52,-27
E09000002,Barking and Dagenham,E01000071,Ethnic groups differ within partnerships,40,61,-21
E09000002,Barking and Dagenham,E01000071,One-person household,187,222,-35
E09000002,Barking and Dagenham,E01000072,All household members have the same ethnic group,430,415,15
E09000002,Barking and Dagenham,E01000072,Any other combination of multiple ethnic identities,52,23,29
E09000002,Barking and Dagenham,E01000072,Ethnic groups differ between generations but not within partnerships,61,71,-10
E09000002,Barking and Dagenham,E01000072,Ethnic groups differ within partnerships,37,33,4
E09000002,Barking and Dagenham,E01000072,One-person household,162,242,-80
E09000002,Barking and Dagenham,E01000073,All household members have the same ethnic group,368,364,4
E09000002,Barking and Dagenham,E01000073,Any other combination of multiple ethnic identities,30,16,14
E09000002,Barking and Dagenham,E01000073,Ethnic groups differ between generations but not within partnerships,39,45,-6
E09000002,Barking and Dagenham,E01000073,Ethnic groups differ within partnerships,48,27,21
E09000002,Barking and Dagenham,E01000073,One-person household,180,175,5
E09000002,Barking and Dagenham,E01000074,All household members have the same ethnic group,359,348,11
E09000002,Barking and Dagenham,E01000074,Any other combination of multiple ethnic identities,32,10,22
E09000002,Barking and Dagenham,E01000074,Ethnic groups differ between generations but not within partnerships,42,47,-5
E09000002,Barking and Dagenham,E01000074,Ethnic groups differ within partnerships,30,24,6
E09000002,Barking and Dagenham,E01000074,One-person household,161,200,-39
E09000002,Barking and Dagenham,E01000075,All household members have the same ethnic group,397,368,29
E09000002,Barking and Dagenham,E01000075,Any other combination of multiple ethnic identities,36,25,11
E09000002,Barking and Dagenham,E01000075,Ethnic groups differ between generations but not within partnerships,24,29,-5
E09000002,Barking and Dagenham,E01000075,Ethnic groups differ within partnerships,57,41,16
E09000002,Barking and Dagenham,E01000075,One-person household,126,159,-33
E09000002,Barking and Dagenham,E01000076,All household members have the same ethnic group,439,413,26
E09000002,Barking and Dagenham,E01000076,Any other combination of multiple ethnic identities,39,17,22
E09000002,Barking and Dagenham,E01000076,Ethnic groups differ between generations but not within partnerships,42,54,-12
E09000002,Barking and Dagenham,E01000076,Ethnic groups differ within partnerships,44,23,21
E09000002,Barking and Dagenham,E01000076,One-person household,227,203,24
