lad22cd,lad22nm,lsoa21cd,category,count_21
E09000002,Barking and Dagenham,E01000011,Ethnic groups differ between generations but not within partnerships,15
E09000002,Barking and Dagenham,E01000011,Ethnic groups differ within partnerships,21
E09000002,Barking and Dagenham,E01000011,Any other combination of multiple ethnic identities,45
E09000002,Barking and Dagenham,E01000012,One-person household,163
E09000002,Barking and Dagenham,E01000012,All household members have the same ethnic group,427
E09000002,Barking and Dagenham,E01000012,Ethnic groups differ between generations but not within partnerships,53
E09000002,Barking and Dagenham,E01000012,Ethnic groups differ within partnerships,51
E09000002,Barking and Dagenham,E01000012,Any other combination of multiple ethnic identities,91
E09000002,Barking and Dagenham,E01000013,One-person household,117
E09000002,Barking and Dagenham,E01000013,All household members have the same ethnic group,390
E09000002,Barking and Dagenham,E01000013,Ethnic groups differ between generations but not within partnerships,33
E09000002,Barking and Dagenham,E01000013,Ethnic groups differ within partnerships,30
E09000002,Barking and Dagenham,E01000013,Any other combination of multiple ethnic identities,46
E09000002,Barking and Dagenham,E01000014,One-person household,166
E09000002,Barking and Dagenham,E01000014,All household members have the same ethnic group,384
E09000002,Barking and Dagenham,E01000014,Ethnic groups differ between generations but not within partnerships,33
E09000002,Barking and Dagenham,E01000014,Ethnic groups differ within partnerships,24
E09000002,Barking and Dagenham,E01000014,Any other combination of multiple ethnic identities,31
E09000002,Barking and Dagenham,E01000015,One-person household,183
E09000002,Barking and Dagenham,E01000015,All household members have the same ethnic group,506
E09000002,Barking and Dagenham,E01000015,Ethnic groups differ between generations but not within partnerships,52
E09000002,Barking and Dagenham,E01000015,Ethnic groups differ within partnerships,53
E09000002,Barking and Dagenham,E01000015,Any other combination of multiple ethnic identities,38
E09000002,Barking and Dagenham,E01000016,One-person household,122
E09000002,Barking and Dagenham,E01000016,All household members have the same ethnic group,390
E09000002,Barking and Dagenham,E01000016,Ethnic groups differ between generations but not within partnerships,36
E09000002,Barking and Dagenham,E01000016,Ethnic groups differ within partnerships,39
E09000002,Barking and Dagenham,E01000016,Any other combination of multiple ethnic identities,42
E09000002,Barking and Dagenham,E01000017,One-person household,146
E09000002,Barking and Dagenham,E01000017,All household members have the same ethnic group,352
E09000002,Barking and Dagenham,E01000017,Ethnic groups differ between generations but not within partnerships,30
E09000002,Barking and Dagenham,E01000017,Ethnic groups differ within partnerships,32
E09000002,Barking and Dagenham,E01000017,Any other combination of multiple ethnic identities,40
E09000002,Barking and Dagenham,E01000018,One-person household,155
E09000002,Barking and Dagenham,E01000018,All household members have the same ethnic group,394
E09000002,Barking and Dagenham,E01000018,Ethnic groups differ between generations but not within partnerships,33
E09000002,Barking and Dagenham,E01000018,Ethnic groups differ within partnerships,35
E09000002,Barking and Dagenham,E01000018,Any other combination of multiple ethnic identities,28
E09000002,Barking and Dagenham,E01000019,One-person household,73
E09000002,Barking and Dagenham,E01000019,All household members have the same ethnic group,339
E09000002,Barking and Dagenham,E01000019,Ethnic groups differ between generations but not within partnerships,21
E09000002,Barking and Dagenham,E01000019,Ethnic groups differ within partnerships,38
E09000002,Barking and Dagenham,E01000019,Any other combination of multiple ethnic identities,31
E09000002,Barking and Dagenham,E01000020,One-person household,146
E09000002,Barking and Dagenham,E01000020,All household members have the same ethnic group,404
E09000002,Barking and Dagenham,E01000020,Ethnic groups differ between generations but not within partnerships,22
E09000002,Barking and Dagenham,E01000020,Ethnic groups differ within partnerships,54
E09000002,Barking and Dagenham,E01000020,Any other combination of multiple ethnic identities,41
E09000002,Barking and Dagenham,E01000021,One-person household,160
E09000002,Barking and Dagenham,E01000021,All household members have the same ethnic group,325
E09000002,Barking and Dagenham,E01000021,Ethnic groups differ between generations but not within partnerships,26
E09000002,Barking and Dagenham,E01000021,Ethnic groups differ within partnerships,51
E09000002,Barking and Dagenham,E01000021,Any other combination of multiple ethnic identities,28
E09000002,Barking and Dagenham,E01000022,One-person household,92
E09000002,Barking and Dagenham,E01000022,All household members have the same ethnic group,306
E09000002,Barking and Dagenham,E01000022,Ethnic groups differ between generations but not within partnerships,27
E09000002,Barking and Dagenham,E01000022,Ethnic groups differ within partnerships,28
E09000002,Barking and Dagenham,E01000022,Any other combination of multiple ethnic identities,27
E09000002,Barking and Dagenham,E01000024,One-person household,74
E09000002,Barking and Dagenham,E01000024,All household members have the same ethnic group,304
E09000002,Barking and Dagenham,E01000024,Ethnic groups differ between generations but not within partnerships,23
E09000002,Barking and Dagenham,E01000024,Ethnic groups differ within partnerships,25
E09000002,Barking and Dagenham,E01000024,Any other combination of multiple ethnic identities,33
E09000002,Barking and Dagenham,E01000025,One-person household,231
E09000002,Barking and Dagenham,E01000025,All household members have the same ethnic group,354
E09000002,Barking and Dagenham,E01000025,Ethnic groups differ between generations but not within partnerships,30
E09000002,Barking and Dagenham,E01000025,Ethnic groups differ within partnerships,49
E09000002,Barking and Dagenham,E01000025,Any other combination of multiple ethnic identities,31
E09000002,Barking and Dagenham,E01000027,One-person household,133
E09000002,Barking and Dagenham,E01000027,All household members have the same ethnic group,413
E09000002,Barking and Dagenham,E01000027,Ethnic groups differ between generations but not within partnerships,40
E09000002,Barking and Dagenham,E01000027,Ethnic groups differ within partnerships,36
E09000002,Barking and Dagenham,E01000027,Any other combination of multiple ethnic identities,42
E09000002,Barking and Dagenham,E01000028,One-person household,190
E09000002,Barking and Dagenham,E01000028,All household members have the same ethnic group,326
E09000002,Barking and Dagenham,E01000028,Ethnic groups differ between generations but not within partnerships,37
E09000002,Barking and Dagenham,E01000028,Ethnic groups differ within partnerships,32
E09000002,Barking and Dagenham,E01000028,Any other combination of multiple ethnic identities,39
E09000002,Barking and Dagenham,E01000029,One-person household,189
E09000002,Barking and Dagenham,E01000029,All household members have the same ethnic group,394
E09000002,Barking and Dagenham,E01000029,Ethnic groups differ between generations but not within partnerships,27
E09000002,Barking and Dagenham,E01000029,Ethnic groups differ within partnerships,49
E09000002,Barking and Dagenham,E01000029,Any other combination of multiple ethnic identities,25
E09000002,Barking and Dagenham,E01000030,One-person household,220
E09000002,Barking and Dagenham,E01000030,All household members have the same ethnic group,508
E09000002,Barking and Dagenham,E01000030,Ethnic groups differ between generations but not within partnerships,69
E09000002,Barking and Dagenham,E01000030,Ethnic groups differ within partnerships,58
E09000002,Barking and Dagenham,E01000030,Any other combination of multiple ethnic identities,54
E09000002,Barking and Dagenham,E01000031,One-person household,154
E09000002,Barking and Dagenham,E01000031,All household members have the same ethnic group,324
E09000002,Barking and Dagenham,E01000031,Ethnic groups differ between generations but not within partnerships,27
E09000002,Barking and Dagenham,E01000031,Ethnic groups differ within partnerships,46
E09000002,Barking and Dagenham,E01000031,Any other combination of multiple ethnic identities,40
E09000002,Barking and Dagenham,E01000032,One-person household,177
E09000002,Barking and Dagenham,E01000032,All household members have the same ethnic group,416
E09000002,Barking and Dagenham,E01000032,Ethnic groups differ between generations but not within partnerships,30
E09000002,Barking and Dagenham,E01000032,Ethnic groups differ within partnerships,51
E09000002,Barking and Dagenham,E01000032,Any other combination of multiple ethnic identities,51
E09000002,Barking and Dagenham,E01000033,One-person household,156
E09000002,Barking and Dagenham,E01000033,All household members have the same ethnic group,335
E09000002,Barking and Dagenham,E01000033,Ethnic groups differ between generations but not within partnerships,24
E09000002,Barking and Dagenham,E01000033,Ethnic groups differ within partnerships,21
E09000002,Barking and Dagenham,E01000033,Any other combination of multiple ethnic identities,22
E09000002,Barking and Dagenham,E01000034,One-person household,125
E09000002,Barking and Dagenham,E01000034,All household members have the same ethnic group,302
E09000002,Barking and Dagenham,E01000034,Ethnic groups differ between generations but not within partnerships,26
E09000002,Barking and Dagenham,E01000034,Ethnic groups differ within partnerships,27
E09000002,Barking and Dagenham,E01000034,Any other combination of multiple ethnic identities,33
E09000002,Barking and Dagenham,E01000035,One-person household,145
E09000002,Barking and Dagenham,E01000035,All household members have the same ethnic group,358
E09000002,Barking and Dagenham,E01000035,Ethnic groups differ between generations but not within partnerships,27
E09000002,Barking and Dagenham,E01000035,Ethnic groups differ within partnerships,36
E09000002,Barking and Dagenham,E01000035,Any other combination of multiple ethnic identities,28
E09000002,Barking and Dagenham,E01000036,One-person household,94
E09000002,Barking and Dagenham,E01000036,All household members have the same ethnic group,296
E09000002,Barking and Dagenham,E01000036,Ethnic groups differ between generations but not within partnerships,19
E09000002,Barking and Dagenham,E01000036,Ethnic groups differ within partnerships,29
E09000002,Barking and Dagenham,E01000036,Any other combination of multiple ethnic identities,33
E09000002,Barking and Dagenham,E01000037,One-person household,128
E09000002,Barking and Dagenham,E01000037,All household members have the same ethnic group,373
E09000002,Barking and Dagenham,E01000037,Ethnic groups differ between generations but not within partnerships,18
E09000002,Barking and Dagenham,E01000037,Ethnic groups differ within partnerships,44
E09000002,Barking and Dagenham,E01000037,Any other combination of multiple ethnic identities,29
E09000002,Barking and Dagenham,E01000038,One-person household,121
E09000002,Barking and Dagenham,E01000038,All household members have the same ethnic group,359
E09000002,Barking and Dagenham,E01000038,Ethnic groups differ between generations but not within partnerships,17
E09000002,Barking and Dagenham,E01000038,Ethnic groups differ within partnerships,34
E09000002,Barking and Dagenham,E01000038,Any other combination of multiple ethnic identities,31
E09000002,Barking and Dagenham,E01000039,One-person household,164
E09000002,Barking and Dagenham,E01000039,All household members have the same ethnic group,382
E09000002,Barking and Dagenham,E01000039,Ethnic groups differ between generations but not within partnerships,23
E09000002,Barking and Dagenham,E01000039,Ethnic groups differ within partnerships,52
E09000002,Barking and Dagenham,E01000039,Any other combination of multiple ethnic identities,22
E09000002,Barking and Dagenham,E01000040,One-person household,154
E09000002,Barking and Dagenham,E01000040,All household members have the same ethnic group,398
E09000002,Barking and Dagenham,E01000040,Ethnic groups differ between generations but not within partnerships,34
E09000002,Barking and Dagenham,E01000040,Ethnic groups differ within partnerships,37
E09000002,Barking and Dagenham,E01000040,Any other combination of multiple ethnic identities,38
E09000002,Barking and Dagenham,E01000041,One-person household,108
E09000002,Barking and Dagenham,E01000041,All household members have the same ethnic group,386
E09000002,Barking and Dagenham,E01000041,Ethnic groups differ between generations but not within partnerships,37
E09000002,Barking and Dagenham,E01000041,Ethnic groups differ within partnerships,29
E09000002,Barking and Dagenham,E01000041,Any other combination of multiple ethnic identities,46
E09000002,Barking and Dagenham,E01000042,One-person household,189
E09000002,Barking and Dagenham,E01000042,All household members have the same ethnic group,369
E09000002,Barking and Dagenham,E01000042,Ethnic groups differ between generations but not within partnerships,40
E09000002,Barking and Dagenham,E01000042,Ethnic groups differ within partnerships,31
E09000002,Barking and Dagenham,E01000042,Any other combination of multiple ethnic identities,27
E09000002,Barking and Dagenham,E01000043,One-person household,102
E09000002,Barking and Dagenham,E01000043,All household members have the same ethnic group,296
E09000002,Barking and Dagenham,E01000043,Ethnic groups differ between generations but not within partnerships,16
E09000002,Barking and Dagenham,E01000043,Ethnic groups differ within partnerships,18
E09000002,Barking and Dagenham,E01000043,Any other combination of multiple ethnic identities,38
E09000002,Barking and Dagenham,E01000044,One-person household,194
E09000002,Barking and Dagenham,E01000044,All household members have the same ethnic group,325
E09000002,Barking and Dagenham,E01000044,Ethnic groups differ between generations but not within partnerships,43
E09000002,Barking and Dagenham,E01000044,Ethnic groups differ within partnerships,44
E09000002,Barking and Dagenham,E01000044,Any other combination of multiple ethnic identities,55
E09000002,Barking and Dagenham,E01000045,One-person household,118
E09000002,Barking and Dagenham,E01000045,All household members have the same ethnic group,361
E09000002,Barking and Dagenham,E01000045,Ethnic groups differ between generations but not within partnerships,25
E09000002,Barking and Dagenham,E01000045,Ethnic groups differ within partnerships,42
E09000002,Barking and Dagenham,E01000045,Any other combination of multiple ethnic identities,39
E09000002,Barking and Dagenham,E01000046,One-person household,143
E09000002,Barking and Dagenham,E01000046,All household members have the same ethnic group,413
E09000002,Barking and Dagenham,E01000046,Ethnic groups differ between generations but not within partnerships,30
E09000002,Barking and Dagenham,E01000046,Ethnic groups differ within partnerships,27
E09000002,Barking and Dagenham,E01000046,Any other combination of multiple ethnic identities,49
E09000002,Barking and Dagenham,E01000049,One-person household,116
E09000002,Barking and Dagenham,E01000049,All household members have the same ethnic group,347
E09000002,Barking and Dagenham,E01000049,Ethnic groups differ between generations but not within partnerships,44
E09000002,Barking and Dagenham,E01000049,Ethnic groups differ within partnerships,26
E09000002,Barking and Dagenham,E01000049,Any other combination of multiple ethnic identities,43
E09000002,Barking and Dagenham,E01000050,One-person household,156
E09000002,Barking and Dagenham,E01000050,All household members have the same ethnic group,343
E09000002,Barking and Dagenham,E01000050,Ethnic groups differ between generations but not within partnerships,45
E09000002,Barking and Dagenham,E01000050,Ethnic groups differ within partnerships,38
E09000002,Barking and Dagenham,E01000050,Any other combination of multiple ethnic identities,45
E09000002,Barking and Dagenham,E01000051,One-person household,128
E09000002,Barking and Dagenham,E01000051,All household members have the same ethnic group,227
E09000002,Barking and Dagenham,E01000051,Ethnic groups differ between generations but not within partnerships,20
E09000002,Barking and Dagenham,E01000051,Ethnic groups differ within partnerships,36
E09000002,Barking and Dagenham,E01000051,Any other combination of multiple ethnic identities,19
E09000002,Barking and Dagenham,E01000052,One-person household,167
E09000002,Barking and Dagenham,E01000052,All household members have the same ethnic group,469
E09000002,Barking and Dagenham,E01000052,Ethnic groups differ between generations but not within partnerships,43
E09000002,Barking and Dagenham,E01000052,Ethnic groups differ within partnerships,49
E09000002,Barking and Dagenham,E01000052,Any other combination of multiple ethnic identities,65
E09000002,Barking and Dagenham,E01000053,One-person household,231
E09000002,Barking and Dagenham,E01000053,All household members have the same ethnic group,327
E09000002,Barking and Dagenham,E01000053,Ethnic groups differ between generations but not within partnerships,42
E09000002,Barking and Dagenham,E01000053,Ethnic groups differ within partnerships,28
E09000002,Barking and Dagenham,E01000053,Any other combination of multiple ethnic identities,20
E09000002,Barking and Dagenham,E01000054,One-person household,124
E09000002,Barking and Dagenham,E01000054,All household members have the same ethnic group,413
E09000002,Barking and Dagenham,E01000054,Ethnic groups differ between generations but not within partnerships,43
E09000002,Barking and Dagenham,E01000054,Ethnic groups differ within partnerships,23
E09000002,Barking and Dagenham,E01000054,Any other combination of multiple ethnic identities,34
E09000002,Barking and Dagenham,E01000055,One-person household,90
E09000002,Barking and Dagenham,E01000055,All household members have the same ethnic group,382
E09000002,Barking and Dagenham,E01000055,Ethnic groups differ between generations but not within partnerships,28
E09000002,Barking and Dagenham,E01000055,Ethnic groups differ within partnerships,32
E09000002,Barking and Dagenham,E01000055,Any other combination of multiple ethnic identities,33
E09000002,Barking and Dagenham,E01000056,One-person household,113
E09000002,Barking and Dagenham,E01000056,All household members have the same ethnic group,364
E09000002,Barking and Dagenham,E01000056,Ethnic groups differ between generations but not within partnerships,28
E09000002,Barking and Dagenham,E01000056,Ethnic groups differ within partnerships,30
E09000002,Barking and Dagenham,E01000056,Any other combination of multiple ethnic identities,27
E09000002,Barking and Dagenham,E01000057,One-person household,95
E09000002,Barking and Dagenham,E01000057,All household members have the same ethnic group,331
E09000002,Barking and Dagenham,E01000057,Ethnic groups differ between generations but not within partnerships,40
E09000002,Barking and Dagenham,E01000057,Ethnic groups differ within partnerships,34
E09000002,Barking and Dagenham,E01000057,Any other combination of multiple ethnic identities,32
E09000002,Barking and Dagenham,E01000058,One-person household,122
E09000002,Barking and Dagenham,E01000058,All household members have the same ethnic group,451
E09000002,Barking and Dagenham,E01000058,Ethnic groups differ between generations but not within partnerships,32
E09000002,Barking and Dagenham,E01000058,Ethnic groups differ within partnerships,40
E09000002,Barking and Dagenham,E01000058,Any other combination of multiple ethnic identities,52
E09000002,Barking and Dagenham,E01000059,One-person household,126
E09000002,Barking and Dagenham,E01000059,All household members have the same ethnic group,350
E09000002,Barking and Dagenham,E01000059,Ethnic groups differ between generations but not within partnerships,30
E09000002,Barking and Dagenham,E01000059,Ethnic groups differ within partnerships,33
E09000002,Barking and Dagenham,E01000059,Any other combination of multiple ethnic identities,31
E09000002,Barking and Dagenham,E01000060,One-person household,247
E09000002,Barking and Dagenham,E01000060,All household members have the same ethnic group,447
E09000002,Barking and Dagenham,E01000060,Ethnic groups differ between generations but not within partnerships,30
E09000002,Barking and Dagenham,E01000060,Ethnic groups differ within partnerships,47
E09000002,Barking and Dagenham,E01000060,Any other combination of multiple ethnic identities,39
E09000002,Barking and Dagenham,E01000061,One-person household,269
E09000002,Barking and Dagenham,E01000061,All household members have the same ethnic group,388
E09000002,Barking and Dagenham,E01000061,Ethnic groups differ between generations but not within partnerships,35
E09000002,Barking and Dagenham,E01000061,Ethnic groups differ within partnerships,30
E09000002,Barking and Dagenham,E01000061,Any other combination of multiple ethnic identities,30
E09000002,Barking and Dagenham,E01000062,One-person household,187
E09000002,Barking and Dagenham,E01000062,All household members have the same ethnic group,433
E09000002,Barking and Dagenham,E01000062,Ethnic groups differ between generations but not within partnerships,51
E09000002,Barking and Dagenham,E01000062,Ethnic groups differ within partnerships,41
E09000002,Barking and Dagenham,E01000062,Any other combination of multiple ethnic identities,50
E09000002,Barking and Dagenham,E01000063,One-person household,142
E09000002,Barking and Dagenham,E01000063,All household members have the same ethnic group,393
E09000002,Barking and Dagenham,E01000063,Ethnic groups differ between generations but not within partnerships,21
E09000002,Barking and Dagenham,E01000063,Ethnic groups differ within partnerships,35
E09000002,Barking and Dagenham,E01000063,Any other combination of multiple ethnic identities,36
E09000002,Barking and Dagenham,E01000064,One-person household,212
E09000002,Barking and Dagenham,E01000064,All household members have the same ethnic group,465
E09000002,Barking and Dagenham,E01000064,Ethnic groups differ between generations but not within partnerships,41
E09000002,Barking and Dagenham,E01000064,Ethnic groups differ within partnerships,41
E09000002,Barking and Dagenham,E01000064,Any other combination of multiple ethnic identities,36
E09000002,Barking and Dagenham,E01000065,One-person household,282
E09000002,Barking and Dagenham,E01000065,All household members have the same ethnic group,394
E09000002,Barking and Dagenham,E01000065,Ethnic groups differ between generations but not within partnerships,32
E09000002,Barking and Dagenham,E01000065,Ethnic groups differ within partnerships,28
E09000002,Barking and Dagenham,E01000065,Any other combination of multiple ethnic identities,47
E09000002,Barking and Dagenham,E01000066,One-person household,198
E09000002,Barking and Dagenham,E01000066,All household members have the same ethnic group,410
E09000002,Barking and Dagenham,E01000066,Ethnic groups differ between generations but not within partnerships,20
E09000002,Barking and Dagenham,E01000066,Ethnic groups differ within partnerships,36
E09000002,Barking and Dagenham,E01000066,Any other combination of multiple ethnic identities,44
E09000002,Barking and Dagenham,E01000067,One-person household,124
E09000002,Barking and Dagenham,E01000067,All household members have the same ethnic group,419
E09000002,Barking and Dagenham,E01000067,Ethnic groups differ between generations but not within partnerships,24
E09000002,Barking and Dagenham,E01000067,Ethnic groups differ within partnerships,49
E09000002,Barking and Dagenham,E01000067,Any other combination of multiple ethnic identities,41
E09000002,Barking and Dagenham,E01000068,One-person household,64
E09000002,Barking and Dagenham,E01000068,All household members have the same ethnic group,332
E09000002,Barking and Dagenham,E01000068,Ethnic groups differ between generations but not within partnerships,9
E09000002,Barking and Dagenham,E01000068,Ethnic groups differ within partnerships,21
E09000002,Barking and Dagenham,E01000068,Any other combination of multiple ethnic identities,50
E09000002,Barking and Dagenham,E01000069,One-person household,82
E09000002,Barking and Dagenham,E01000069,All household members have the same ethnic group,351
E09000002,Barking and Dagenham,E01000069,Ethnic groups differ between generations but not within partnerships,3
E09000002,Barking and Dagenham,E01000069,Ethnic groups differ within partnerships,30
E09000002,Barking and Dagenham,E01000069,Any other combination of multiple ethnic identities,70
E09000002,Barking and Dagenham,E01000070,One-person household,103
E09000002,Barking and Dagenham,E01000070,All household members have the same ethnic group,396
E09000002,Barking and Dagenham,E01000070,Ethnic groups differ between generations but not within partnerships,13
E09000002,Barking and Dagenham,E01000070,Ethnic groups differ within partnerships,32
E09000002,Barking and Dagenham,E01000070,Any other combination of multiple ethnic identities,38
E09000002,Barking and Dagenham,E01000071,One-person household,187
E09000002,Barking and Dagenham,E01000071,All household members have the same ethnic group,495
E09000002,Barking and Dagenham,E01000071,Ethnic groups differ between generations but not within partnerships,25
E09000002,Barking and Dagenham,E01000071,Ethnic groups differ within partnerships,40
E09000002,Barking and Dagenham,E01000071,Any other combination of multiple ethnic identities,59
E09000002,Barking and Dagenham,E01000072,One-person household,162
E09000002,Barking and Dagenham,E01000072,All household members have the same ethnic group,430
E09000002,Barking and Dagenham,E01000072,Ethnic groups differ between generations but not within partnerships,61
E09000002,Barking and Dagenham,E01000072,Ethnic groups differ within partnerships,37
E09000002,Barking and Dagenham,E01000072,Any other combination of multiple ethnic identities,52
E09000002,Barking and Dagenham,E01000073,One-person household,180
E09000002,Barking and Dagenham,E01000073,All household members have the same ethnic group,368
E09000002,Barking and Dagenham,E01000073,Ethnic groups differ between generations but not within partnerships,39
E09000002,Barking and Dagenham,E01000073,Ethnic groups differ within partnerships,48
E09000002,Barking and Dagenham,E01000073,Any other combination of multiple ethnic identities,30
E09000002,Barking and Dagenham,E01000074,One-person household,161
E09000002,Barking and Dagenham,E01000074,All household members have the same ethnic group,359
E09000002,Barking and Dagenham,E01000074,Ethnic groups differ between generations but not within partnerships,42
E09000002,Barking and Dagenham,E01000074,Ethnic groups differ within partnerships,30
E09000002,Barking and Dagenham,E01000074,Any other combination of multiple ethnic identities,32
E09000002,Barking and Dagenham,E01000075,One-person household,126
E09000002,Barking and Dagenham,E01000075,All household members have the same ethnic group,397
E09000002,Barking and Dagenham,E01000075,Ethnic groups differ between generations but not within partnerships,24
E09000002,Barking and Dagenham,E01000075,Ethnic groups differ within partnerships,57
E09000002,Barking and Dagenham,E01000075,Any other combination of multiple ethnic identities,36
E09000002,Barking and Dagenham,E01000076,One-person household,227
E09000002,Barking and Dagenham,E01000076,All household members have the same ethnic group,439
E09000002,Barking and Dagenham,E01000076,Ethnic groups differ between generations but not within partnerships,42
E09000002,Barking and Dagenham,E01000076,Ethnic groups differ within partnerships,44
E09000002,Barking and Dagenham,E01000076,Any other combination of multiple ethnic identities,39
E09000002,Barking and Dagenham,E01000077,One-person household,138
E09000002,Barking and Dagenham,E01000077,All household members have the same ethnic group,352
E09000002,Barking and Dagenham,E01000077,Ethnic groups differ between generations but not within partnerships,29
E09000002,Barking and Dagenham,E01000077,Ethnic groups differ within partnerships,42
E09000002,Barking and Dagenham,E01000077,Any other combination of multiple ethnic identities,29
E09000002,Barking and Dagenham,E01000078,One-person household,113
E09000002,Barking and Dagenham,E01000078,All household members have the same ethnic group,387
E09000002,Barking and Dagenham,E01000078,Ethnic groups differ between generations but not within partnerships,57
E09000002,Barking and Dagenham,E01000078,Ethnic groups differ within partnerships,21
E09000002,Barking and Dagenham,E01000078,Any other combination of multiple ethnic identities,43
E09000002,Barking and Dagenham,E01000079,One-person household,175
E09000002,Barking and Dagenham,E01000079,All household members have the same ethnic group,352
E09000002,Barking and Dagenham,E01000079,Ethnic groups differ between generations but not within partnerships,32
E09000002,Barking and Dagenham,E01000079,Ethnic groups differ within partnerships,31
E09000002,Barking and Dagenham,E01000079,Any other combination of multiple ethnic identities,32
E09000002,Barking and Dagenham,E01000080,One-person household,114
E09000002,Barking and Dagenham,E01000080,All household members have the same ethnic group,407
E09000002,Barking and Dagenham,E01000080,Ethnic groups differ between generations but not within partnerships,34
E09000002,Barking and Dagenham,E01000080,Ethnic groups differ within partnerships,21
E09000002,Barking and Dagenham,E01000080,Any other combination of multiple ethnic identities,26
E09000002,Barking and Dagenham,E01000081,One-person household,136
E09000002,Barking and Dagenham,E01000081,All household members have the same ethnic group,421
E09000002,Barking and Dagenham,E01000081,Ethnic groups differ between generations but not within partnerships,29
E09000002,Barking and Dagenham,E01000081,Ethnic groups differ within partnerships,35
E09000002,Barking and Dagenham,E01000081,Any other combination of multiple ethnic identities,29
E09000002,Barking and Dagenham,E01000082,One-person household,168
E09000002,Barking and Dagenham,E01000082,All household members have the same ethnic group,424
E09000002,Barking and Dagenham,E01000082,Ethnic groups differ between generations but not within partnerships,36
E09000002,Barking and Dagenham,E01000082,Ethnic groups differ within partnerships,43
E09000002,Barking and Dagenham,E01000082,Any other combination of multiple ethnic identities,25
E09000002,Barking and Dagenham,E01000083,One-person household,117
E09000002,Barking and Dagenham,E01000083,All household members have the same ethnic group,412
E09000002,Barking and Dagenham,E01000083,Ethnic groups differ between generations but not within partnerships,35
E09000002,Barking and Dagenham,E01000083,Ethnic groups differ within partnerships,36
E09000002,Barking and Dagenham,E01000083,Any other combination of multiple ethnic identities,34
E09000002,Barking and Dagenham,E01000084,One-person household,109
E09000002,Barking and Dagenham,E01000084,All household members have the same ethnic group,307
E09000002,Barking and Dagenham,E01000084,Ethnic groups differ between generations but not within partnerships,21
E09000002,Barking and Dagenham,E01000084,Ethnic groups differ within partnerships,29
E09000002,Barking and Dagenham,E01000084,Any other combination of multiple ethnic identities,32
E09000002,Barking and Dagenham,E01000085,One-person household,142
E09000002,Barking and Dagenham,E01000085,All household members have the same ethnic group,348
E09000002,Barking and Dagenham,E01000085,Ethnic groups differ between generations but not within partnerships,24
E09000002,Barking and Dagenham,E01000085,Ethnic groups differ within partnerships,32
E09000002,Barking and Dagenham,E01000085,Any other combination of multiple ethnic identities,28
