lsoa21cd,category,count_21,count_11,change
E01000022,Full-time: 49 or more hours worked,59,52,7
E01000022,Part-time: 15 hours or less worked,81,60,21
E01000022,Part-time: 16 to 30 hours worked,162,105,57
E01000024,Full-time: 31 to 48 hours worked,375,327,48
E01000024,Full-time: 49 or more hours worked,47,45,2
E01000024,Part-time: 15 hours or less worked,81,51,30
E01000024,Part-time: 16 to 30 hours worked,123,111,12
E01000025,Full-time: 31 to 48 hours worked,499,400,99
E01000025,Full-time: 49 or more hours worked,65,82,-17
E01000025,Part-time: 15 hours or less worked,104,58,46
E01000025,Part-time: 16 to 30 hours worked,170,138,32
E01000027,Full-time: 31 to 48 hours worked,466,393,73
E01000027,Full-time: 49 or more hours worked,70,60,10
E01000027,Part-time: 15 hours or less worked,106,46,60
E01000027,Part-time: 16 to 30 hours worked,162,135,27
E01000028,Full-time: 31 to 48 hours worked,397,340,57
E01000028,Full-time: 49 or more hours worked,45,43,2
E01000028,Part-time: 15 hours or less worked,85,42,43
E01000028,Part-time: 16 to 30 hours worked,159,110,49
E01000029,Full-time: 31 to 48 hours worked,475,393,82
E01000029,Full-time: 49 or more hours worked,54,53,1
E01000029,Part-time: 15 hours or less worked,95,66,29
E01000029,Part-time: 16 to 30 hours worked,149,124,25
E01000030,Full-time: 31 to 48 hours worked,552,413,139
E01000030,Full-time: 49 or more hours worked,87,47,40
E01000030,Part-time: 15 hours or less worked,126,41,85
E01000030,Part-time: 16 to 30 hours worked,210,164,46
E01000031,Full-time: 31 to 48 hours worked,458,482,-24
E01000031,Full-time: 49 or more hours worked,67,76,-9
E01000031,Part-time: 15 hours or less worked,99,59,40
E01000031,Part-time: 16 to 30 hours worked,168,111,57
E01000032,Full-time: 31 to 48 hours worked,521,426,95
E01000032,Full-time: 49 or more hours worked,77,86,-9
E01000032,Part-time: 15 hours or less worked,99,62,37
E01000032,Part-time: 16 to 30 hours worked,188,144,44
E01000033,Full-time: 31 to 48 hours worked,336,297,39
E01000033,Full-time: 49 or more hours worked,51,56,-5
E01000033,Part-time: 15 hours or less worked,70,49,21
E01000033,Part-time: 16 to 30 hours worked,131,110,21
E01000034,Full-time: 31 to 48 hours worked,412,359,53
E01000034,Full-time: 49 or more hours worked,58,58,0
E01000034,Part-time: 15 hours or less worked,61,49,12
E01000034,Part-time: 16 to 30 hours worked,122,93,29
E01000035,Full-time: 31 to 48 hours worked,502,416,86
E01000035,Full-time: 49 or more hours worked,68,69,-1
E01000035,Part-time: 15 hours or less worked,92,68,24
E01000035,Part-time: 16 to 30 hours worked,159,131,28
E01000036,Full-time: 31 to 48 hours worked,439,417,22
E01000036,Full-time: 49 or more hours worked,61,62,-1
E01000036,Part-time: 15 hours or less worked,89,54,35
E01000036,Part-time: 16 to 30 hours worked,106,110,-4
E01000037,Full-time: 31 to 48 hours worked,534,573,-39
E01000037,Full-time: 49 or more hours worked,91,93,-2
E01000037,Part-time: 15 hours or less worked,75,78,-3
E01000037,Part-time: 16 to 30 hours worked,161,146,15
E01000038,Full-time: 31 to 48 hours worked,492,403,89
E01000038,Full-time: 49 or more hours worked,78,64,14
E01000038,Part-time: 15 hours or less worked,68,71,-3
E01000038,Part-time: 16 to 30 hours worked,143,112,31
E01000039,Full-time: 31 to 48 hours worked,515,487,28
E01000039,Full-time: 49 or more hours worked,90,85,5
E01000039,Part-time: 15 hours or less worked,69,54,15
E01000039,Part-time: 16 to 30 hours worked,145,122,23
E01000040,Full-time: 31 to 48 hours worked,410,369,41
E01000040,Full-time: 49 or more hours worked,61,70,-9
E01000040,Part-time: 15 hours or less worked,96,65,31
E01000040,Part-time: 16 to 30 hours worked,170,133,37
E01000041,Full-time: 31 to 48 hours worked,502,455,47
E01000041,Full-time: 49 or more hours worked,76,64,12
E01000041,Part-time: 15 hours or less worked,85,60,25
E01000041,Part-time: 16 to 30 hours worked,162,104,58
E01000042,Full-time: 31 to 48 hours worked,427,370,57
E01000042,Full-time: 49 or more hours worked,47,49,-2
E01000042,Part-time: 15 hours or less worked,84,44,40
E01000042,Part-time: 16 to 30 hours worked,152,147,5
E01000043,Full-time: 31 to 48 hours worked,391,307,84
E01000043,Full-time: 49 or more hours worked,66,46,20
E01000043,Part-time: 15 hours or less worked,99,48,51
E01000043,Part-time: 16 to 30 hours worked,147,118,29
E01000044,Full-time: 31 to 48 hours worked,514,463,51
E01000044,Full-time: 49 or more hours worked,86,63,23
E01000044,Part-time: 15 hours or less worked,110,63,47
E01000044,Part-time: 16 to 30 hours worked,189,180,9
E01000045,Full-time: 31 to 48 hours worked,394,422,-28
E01000045,Full-time: 49 or more hours worked,87,52,35
E01000045,Part-time: 15 hours or less worked,83,52,31
E01000045,Part-time: 16 to 30 hours worked,164,138,26
E01000046,Full-time: 31 to 48 hours worked,525,444,81
E01000046,Full-time: 49 or more hours worked,85,76,9
E01000046,Part-time: 15 hours or less worked,85,63,22
E01000046,Part-time: 16 to 30 hours worked,164,155,9
E01000049,Full-time: 31 to 48 hours worked,356,310,46
E01000049,Full-time: 49 or more hours worked,65,47,18
E01000049,Part-time: 15 hours or less worked,95,71,24
E01000049,Part-time: 16 to 30 hours worked,161,144,17
E01000050,Full-time: 31 to 48 hours worked,479,331,148
E01000050,Full-time: 49 or more hours worked,83,60,23
E01000050,Part-time: 15 hours or less worked,91,53,38
E01000050,Part-time: 16 to 30 hours worked,160,126,34
E01000051,Full-time: 31 to 48 hours worked,381,323,58
E01000051,Full-time: 49 or more hours worked,42,43,-1
E01000051,Part-time: 15 hours or less worked,41,65,-24
E01000051,Part-time: 16 to 30 hours worked,105,150,-45
E01000052,Full-time: 31 to 48 hours worked,508,506,2
E01000052,Full-time: 49 or more hours worked,100,87,13
E01000052,Part-time: 15 hours or less worked,120,91,29
E01000052,Part-time: 16 to 30 hours worked,240,174,66
E01000053,Full-time: 31 to 48 hours worked,397,428,-31
E01000053,Full-time: 49 or more hours worked,70,54,16
E01000053,Part-time: 15 hours or less worked,69,36,33
E01000053,Part-time: 16 to 30 hours worked,156,99,57
E01000054,Full-time: 31 to 48 hours worked,512,424,88
E01000054,Full-time: 49 or more hours worked,75,62,13
E01000054,Part-time: 15 hours or less worked,74,59,15
E01000054,Part-time: 16 to 30 hours worked,160,149,11
E01000055,Full-time: 31 to 48 hours worked,424,424,0
E01000055,Full-time: 49 or more hours worked,70,63,7
E01000055,Part-time: 15 hours or less worked,88,63,25
E01000055,Part-time: 16 to 30 hours worked,173,114,59
E01000056,Full-time: 31 to 48 hours worked,414,374,40
E01000056,Full-time: 49 or more hours worked,58,48,10
E01000056,Part-time: 15 hours or less worked,74,52,22
E01000056,Part-time: 16 to 30 hours worked,159,135,24
E01000057,Full-time: 31 to 48 hours worked,374,372,2
E01000057,Full-time: 49 or more hours worked,58,67,-9
E01000057,Part-time: 15 hours or less worked,77,39,38
E01000057,Part-time: 16 to 30 hours worked,143,117,26
E01000058,Full-time: 31 to 48 hours worked,520,506,14
E01000058,Full-time: 49 or more hours worked,63,67,-4
E01000058,Part-time: 15 hours or less worked,128,67,61
E01000058,Part-time: 16 to 30 hours worked,215,156,59
E01000059,Full-time: 31 to 48 hours worked,482,400,82
E01000059,Full-time: 49 or more hours worked,68,52,16
E01000059,Part-time: 15 hours or less worked,65,50,15
E01000059,Part-time: 16 to 30 hours worked,172,119,53
E01000060,Full-time: 31 to 48 hours worked,468,425,43
E01000060,Full-time: 49 or more hours worked,69,58,11
E01000060,Part-time: 15 hours or less worked,116,67,49
E01000060,Part-time: 16 to 30 hours worked,216,135,81
E01000061,Full-time: 31 to 48 hours worked,448,361,87
E01000061,Full-time: 49 or more hours worked,69,55,14
E01000061,Part-time: 15 hours or less worked,91,51,40
E01000061,Part-time: 16 to 30 hours worked,152,124,28
E01000062,Full-time: 31 to 48 hours worked,599,498,101
E01000062,Full-time: 49 or more hours worked,80,66,14
E01000062,Part-time: 15 hours or less worked,138,73,65
E01000062,Part-time: 16 to 30 hours worked,205,133,72
E01000063,Full-time: 31 to 48 hours worked,469,411,58
E01000063,Full-time: 49 or more hours worked,77,65,12
E01000063,Part-time: 15 hours or less worked,84,46,38
E01000063,Part-time: 16 to 30 hours worked,171,139,32
E01000064,Full-time: 31 to 48 hours worked,614,461,153
E01000064,Full-time: 49 or more hours worked,96,72,24
E01000064,Part-time: 15 hours or less worked,105,66,39
E01000064,Part-time: 16 to 30 hours worked,209,155,54
E01000065,Full-time: 31 to 48 hours worked,467,395,72
E01000065,Full-time: 49 or more hours worked,59,70,-11
E01000065,Part-time: 15 hours or less worked,110,64,46
E01000065,Part-time: 16 to 30 hours worked,176,132,44
E01000066,Full-time: 31 to 48 hours worked,553,506,47
E01000066,Full-time: 49 or more hours worked,70,70,0
E01000066,Part-time: 15 hours or less worked,142,71,71
E01000066,Part-time: 16 to 30 hours worked,208,155,53
E01000067,Full-time: 31 to 48 hours worked,526,487,39
E01000067,Full-time: 49 or more hours worked,61,73,-12
E01000067,Part-time: 15 hours or less worked,132,84,48
E01000067,Part-time: 16 to 30 hours worked,211,180,31
E01000068,Full-time: 31 to 48 hours worked,481,428,53
E01000068,Full-time: 49 or more hours worked,70,86,-16
E01000068,Part-time: 15 hours or less worked,130,78,52
E01000068,Part-time: 16 to 30 hours worked,169,147,22
E01000069,Full-time: 31 to 48 hours worked,601,589,12
E01000069,Full-time: 49 or more hours worked,66,96,-30
E01000069,Part-time: 15 hours or less worked,120,95,25
E01000069,Part-time: 16 to 30 hours worked,228,188,40
E01000070,Full-time: 31 to 48 hours worked,544,415,129
E01000070,Full-time: 49 or more hours worked,78,72,6
E01000070,Part-time: 15 hours or less worked,99,68,31
E01000070,Part-time: 16 to 30 hours worked,167,118,49
E01000071,Full-time: 31 to 48 hours worked,720,589,131
E01000071,Full-time: 49 or more hours worked,102,107,-5
E01000071,Part-time: 15 hours or less worked,144,82,62
E01000071,Part-time: 16 to 30 hours worked,245,195,50
E01000072,Full-time: 31 to 48 hours worked,488,475,13
E01000072,Full-time: 49 or more hours worked,94,57,37
E01000072,Part-time: 15 hours or less worked,97,61,36
E01000072,Part-time: 16 to 30 hours worked,194,132,62
E01000073,Full-time: 31 to 48 hours worked,460,406,54
E01000073,Full-time: 49 or more hours worked,68,50,18
E01000073,Part-time: 15 hours or less worked,99,51,48
E01000073,Part-time: 16 to 30 hours worked,160,145,15
E01000074,Full-time: 31 to 48 hours worked,435,369,66
E01000074,Full-time: 49 or more hours worked,63,78,-15
E01000074,Part-time: 15 hours or less worked,90,48,42
E01000074,Part-time: 16 to 30 hours worked,165,146,19
E01000075,Full-time: 31 to 48 hours worked,540,421,119
E01000075,Full-time: 49 or more hours worked,85,63,22
E01000075,Part-time: 15 hours or less worked,112,56,56
E01000075,Part-time: 16 to 30 hours worked,218,138,80
E01000076,Full-time: 31 to 48 hours worked,500,461,39
E01000076,Full-time: 49 or more hours worked,81,74,7
E01000076,Part-time: 15 hours or less worked,89,73,16
E01000076,Part-time: 16 to 30 hours worked,183,132,51
E01000077,Full-time: 31 to 48 hours worked,407,383,24
E01000077,Full-time: 49 or more hours worked,65,49,16
E01000077,Part-time: 15 hours or less worked,92,58,34
E01000077,Part-time: 16 to 30 hours worked,148,118,30
E01000078,Full-time: 31 to 48 hours worked,473,390,83
E01000078,Full-time: 49 or more hours worked,53,48,5
E01000078,Part-time: 15 hours or less worked,97,43,54
E01000078,Part-time: 16 to 30 hours worked,157,130,27
E01000079,Full-time: 31 to 48 hours worked,426,334,92
E01000079,Full-time: 49 or more hours worked,62,69,-7
E01000079,Part-time: 15 hours or less worked,64,52,12
E01000079,Part-time: 16 to 30 hours worked,167,120,47
E01000080,Full-time: 31 to 48 hours worked,496,364,132
E01000080,Full-time: 49 or more hours worked,74,58,16
E01000080,Part-time: 15 hours or less worked,83,47,36
E01000080,Part-time: 16 to 30 hours worked,176,143,33
E01000081,Full-time: 31 to 48 hours worked,515,444,71
E01000081,Full-time: 49 or more hours worked,71,72,-1
E01000081,Part-time: 15 hours or less worked,95,58,37
E01000081,Part-time: 16 to 30 hours worked,204,127,77
E01000082,Full-time: 31 to 48 hours worked,489,417,72
E01000082,Full-time: 49 or more hours worked,89,63,26
E01000082,Part-time: 15 hours or less worked,105,57,48
E01000082,Part-time: 16 to 30 hours worked,172,133,39
E01000083,Full-time: 31 to 48 hours worked,437,410,27
E01000083,Full-time: 49 or more hours worked,72,61,11
E01000083,Part-time: 15 hours or less worked,102,61,41
E01000083,Part-time: 16 to 30 hours worked,164,139,25
E01000084,Full-time: 31 to 48 hours worked,367,316,51
E01000084,Full-time: 49 or more hours worked,69,60,9
E01000084,Part-time: 15 hours or less worked,69,64,5
E01000084,Part-time: 16 to 30 hours worked,129,121,8
E01000085,Full-time: 31 to 48 hours worked,442,373,69
E01000085,Full-time: 49 or more hours worked,63,64,-1
E01000085,Part-time: 15 hours or less worked,84,48,36
E01000085,Part-time: 16 to 30 hours worked,142,145,-3
E01000086,Full-time: 31 to 48 hours worked,392,387,5
E01000086,Full-time: 49 or more hours worked,68,57,11
E01000086,Part-time: 15 hours or less worked,60,53,7
E01000086,Part-time: 16 to 30 hours worked,121,105,16
E01000087,Full-time: 31 to 48 hours worked,410,343,67
E01000087,Full-time: 49 or more hours worked,53,55,-2
E01000087,Part-time: 15 hours or less worked,80,41,39
E01000087,Part-time: 16 to 30 hours worked,157,120,37
E01000088,Full-time: 31 to 48 hours worked,456,471,-15
E01000088,Full-time: 49 or more hours worked,72,63,9
E01000088,Part-time: 15 hours or less worked,100,67,33
E01000088,Part-time: 16 to 30 hours worked,177,152,25
E01000089,Full-time: 31 to 48 hours worked,429,429,0
E01000089,Full-time: 49 or more hours worked,56,77,-21
E01000089,Part-time: 15 hours or less worked,97,62,35
E01000089,Part-time: 16 to 30 hours worked,196,154,42
E01000090,Full-time: 31 to 48 hours worked,414,403,11
E01000090,Full-time: 49 or more hours worked,48,63,-15
E01000090,Part-time: 15 hours or less worked,94,59,35
E01000090,Part-time: 16 to 30 hours worked,177,139,38
E01000091,Full-time: 31 to 48 hours worked,446,366,80
E01000091,Full-time: 49 or more hours worked,61,55,6
E01000091,Part-time: 15 hours or less worked,104,48,56
E01000091,Part-time: 16 to 30 hours worked,193,116,77
E01000093,Full-time: 31 to 48 hours worked,399,340,59
E01000093,Full-time: 49 or more hours worked,51,51,0
E01000093,Part-time: 15 hours or less worked,75,63,12
E01000093,Part-time: 16 to 30 hours worked,166,122,44
E01000094,Full-time: 31 to 48 hours worked,704,399,305
E01000094,Full-time: 49 or more hours worked,80,54,26
E01000094,Part-time: 15 hours or less worked,99,51,48
E01000094,Part-time: 16 to 30 hours worked,235,122,113
E01000095,Full-time: 31 to 48 hours worked,587,422,165
E01000095,Full-time: 49 or more hours worked,78,58,20
E01000095,Part-time: 15 hours or less worked,101,60,41
E01000095,Part-time: 16 to 30 hours worked,189,131,58
E01000096,Full-time: 31 to 48 hours worked,358,348,10
E01000096,Full-time: 49 or more hours worked,43,60,-17
E01000096,Part-time: 15 hours or less worked,68,75,-7
E01000096,Part-time: 16 to 30 hours worked,136,136,0
E01000097,Full-time: 31 to 48 hours worked,469,368,101
E01000097,Full-time: 49 or more hours worked,72,60,12
E01000097,Part-time: 15 hours or less worked,85,65,20
E01000097,Part-time: 16 to 30 hours worked,169,149,20
E01000098,Full-time: 31 to 48 hours worked,453,413,40
E01000098,Full-time: 49 or more hours worked,62,75,-13
E01000098,Part-time: 15 hours or less worked,96,68,28
E01000098,Part-time: 16 to 30 hours worked,179,123,56
E01000099,Full-time: 31 to 48 hours worked,815,439,376
E01000099,Full-time: 49 or more hours worked,106,72,34
E01000099,Part-time: 15 hours or less worked,148,66,82
E01000099,Part-time: 16 to 30 hours worked,231,149,82
E01000100,Full-time: 31 to 48 hours worked,487,411,76
E01000100,Full-time: 49 or more hours worked,61,51,10
E01000100,Part-time: 15 hours or less worked,94,66,28
E01000100,Part-time: 16 to 30 hours worked,171,112,59
E01000101,Full-time: 31 to 48 hours worked,407,389,18
E01000101,Full-time: 49 or more hours worked,78,74,4
E01000101,Part-time: 15 hours or less worked,89,66,23
E01000101,Part-time: 16 to 30 hours worked,163,117,46
E01000102,Full-time: 31 to 48 hours worked,415,404,11
E01000102,Full-time: 49 or more hours worked,48,57,-9
E01000102,Part-time: 15 hours or less worked,92,47,45
E01000102,Part-time: 16 to 30 hours worked,195,108,87
E01000103,Full-time: 31 to 48 hours worked,509,413,96
E01000103,Full-time: 49 or more hours worked,57,56,1
E01000103,Part-time: 15 hours or less worked,77,62,15
E01000103,Part-time: 16 to 30 hours worked,165,139,26
E01000104,Full-time: 31 to 48 hours worked,509,428,81
E01000104,Full-time: 49 or more hours worked,67,63,4
E01000104,Part-time: 15 hours or less worked,90,63,27
E01000104,Part-time: 16 to 30 hours worked,152,124,28
E01000105,Full-time: 31 to 48 hours worked,600,505,95
E01000105,Full-time: 49 or more hours worked,103,82,21
E01000105,Part-time: 15 hours or less worked,98,57,41
E01000105,Part-time: 16 to 30 hours worked,217,140,77
E01000106,Full-time: 31 to 48 hours worked,497,487,10
E01000106,Full-time: 49 or more hours worked,85,73,12
E01000106,Part-time: 15 hours or less worked,78,54,24
E01000106,Part-time: 16 to 30 hours worked,202,137,65
E01000107,Full-time: 31 to 48 hours worked,430,424,6
E01000107,Full-time: 49 or more hours worked,78,61,17
E01000107,Part-time: 15 hours or less worked,84,65,19
E01000107,Part-time: 16 to 30 hours worked,149,143,6
E01000108,Full-time: 31 to 48 hours worked,497,486,11
E01000108,Full-time: 49 or more hours worked,97,62,35
E01000108,Part-time: 15 hours or less worked,88,57,31
E01000108,Part-time: 16 to 30 hours worked,172,141,31
E01000110,Full-time: 31 to 48 hours worked,431,411,20
E01000110,Full-time: 49 or more hours worked,57,80,-23
E01000110,Part-time: 15 hours or less worked,103,54,49
E01000110,Part-time: 16 to 30 hours worked,151,126,25
E01000111,Full-time: 31 to 48 hours worked,597,455,142
E01000111,Full-time: 49 or more hours worked,64,76,-12
E01000111,Part-time: 15 hours or less worked,105,67,38
E01000111,Part-time: 16 to 30 hours worked,195,159,36
E01000112,Full-time: 31 to 48 hours worked,530,550,-20
E01000112,Full-time: 49 or more hours worked,102,100,2
E01000112,Part-time: 15 hours or less worked,123,75,48
E01000112,Part-time: 16 to 30 hours worked,166,151,15
E01000113,Full-time: 31 to 48 hours worked,538,482,56
E01000113,Full-time: 49 or more hours worked,97,79,18
E01000113,Part-time: 15 hours or less worked,104,75,29
E01000113,Part-time: 16 to 30 hours worked,207,134,73
E01000114,Full-time: 31 to 48 hours worked,614,565,49
E01000114,Full-time: 49 or more hours worked,86,90,-4
E01000114,Part-time: 15 hours or less worked,101,88,13
E01000114,Part-time: 16 to 30 hours worked,238,152,86
E01000115,Full-time: 31 to 48 hours worked,368,362,6
E01000115,Full-time: 49 or more hours worked,91,105,-14
E01000115,Part-time: 15 hours or less worked,90,88,2
E01000115,Part-time: 16 to 30 hours worked,127,149,-22
E01000116,Full-time: 31 to 48 hours worked,482,493,-11
E01000116,Full-time: 49 or more hours worked,82,105,-23
E01000116,Part-time: 15 hours or less worked,90,101,-11
E01000116,Part-time: 16 to 30 hours worked,175,167,8
E01000117,Full-time: 31 to 48 hours worked,453,523,-70
E01000117,Full-time: 49 or more hours worked,103,120,-17
E01000117,Part-time: 15 hours or less worked,94,88,6
E01000117,Part-time: 16 to 30 hours worked,166,148,18
E01000118,Full-time: 31 to 48 hours worked,579,544,35
E01000118,Full-time: 49 or more hours worked,115,116,-1
E01000118,Part-time: 15 hours or less worked,112,96,16
E01000118,Part-time: 16 to 30 hours worked,190,203,-13
E01000119,Full-time: 31 to 48 hours worked,464,460,4
E01000119,Full-time: 49 or more hours worked,113,116,-3
E01000119,Part-time: 15 hours or less worked,97,72,25
E01000119,Part-time: 16 to 30 hours worked,170,146,24
E01000120,Full-time: 31 to 48 hours worked,402,384,18
E01000120,Full-time: 49 or more hours worked,101,104,-3
E01000120,Part-time: 15 hours or less worked,75,65,10
E01000120,Part-time: 16 to 30 hours worked,131,142,-11
E01000121,Full-time: 31 to 48 hours worked,335,301,34
E01000121,Full-time: 49 or more hours worked,56,64,-8
E01000121,Part-time: 15 hours or less worked,97,60,37
E01000121,Part-time: 16 to 30 hours worked,142,118,24
E01000122,Full-time: 31 to 48 hours worked,407,441,-34
E01000122,Full-time: 49 or more hours worked,86,116,-30
E01000122,Part-time: 15 hours or less worked,89,55,34
E01000122,Part-time: 16 to 30 hours worked,159,134,25
E01000123,Full-time: 31 to 48 hours worked,581,545,36
E01000123,Full-time: 49 or more hours worked,95,106,-11
E01000123,Part-time: 15 hours or less worked,100,93,7
E01000123,Part-time: 16 to 30 hours worked,199,156,43
E01000124,Full-time: 31 to 48 hours worked,478,477,1
E01000124,Full-time: 49 or more hours worked,95,98,-3
E01000124,Part-time: 15 hours or less worked,113,73,40
E01000124,Part-time: 16 to 30 hours worked,184,137,47
E01000126,Full-time: 31 to 48 hours worked,591,495,96
E01000126,Full-time: 49 or more hours worked,99,86,13
E01000126,Part-time: 15 hours or less worked,131,100,31
E01000126,Part-time: 16 to 30 hours worked,198,194,4
E01000127,Full-time: 31 to 48 hours worked,387,399,-12
E01000127,Full-time: 49 or more hours worked,60,73,-13
E01000127,Part-time: 15 hours or less worked,83,60,23
E01000127,Part-time: 16 to 30 hours worked,161,135,26
E01000128,Full-time: 31 to 48 hours worked,526,496,30
E01000128,Full-time: 49 or more hours worked,95,76,19
E01000128,Part-time: 15 hours or less worked,108,75,33
E01000128,Part-time: 16 to 30 hours worked,189,163,26
E01000129,Full-time: 31 to 48 hours worked,403,393,10
E01000129,Full-time: 49 or more hours worked,80,65,15
E01000129,Part-time: 15 hours or less worked,94,73,21
E01000129,Part-time: 16 to 30 hours worked,147,192,-45
E01000130,Full-time: 31 to 48 hours worked,494,433,61
E01000130,Full-time: 49 or more hours worked,109,68,41
E01000130,Part-time: 15 hours or less worked,129,65,64
E01000130,Part-time: 16 to 30 hours worked,194,158,36
E01000131,Full-time: 31 to 48 hours worked,562,493,69
E01000131,Full-time: 49 or more hours worked,110,88,22
E01000131,Part-time: 15 hours or less worked,109,74,35
E01000131,Part-time: 16 to 30 hours worked,186,181,5
E01000132,Full-time: 31 to 48 hours worked,442,379,63
E01000132,Full-time: 49 or more hours worked,59,64,-5
E01000132,Part-time: 15 hours or less worked,74,54,20
E01000132,Part-time: 16 to 30 hours worked,158,134,24
E01000133,Full-time: 31 to 48 hours worked,401,382,19
E01000133,Full-time: 49 or more hours worked,67,75,-8
E01000133,Part-time: 15 hours or less worked,87,61,26
E01000133,Part-time: 16 to 30 hours worked,179,130,49
E01000134,Full-time: 31 to 48 hours worked,466,432,34
E01000134,Full-time: 49 or more hours worked,70,70,0
E01000134,Part-time: 15 hours or less worked,97,75,22
E01000134,Part-time: 16 to 30 hours worked,174,167,7
E01000135,Full-time: 31 to 48 hours worked,398,347,51
E01000135,Full-time: 49 or more hours worked,149,147,2
E01000135,Part-time: 15 hours or less worked,106,96,10
E01000135,Part-time: 16 to 30 hours worked,128,123,5
E01000136,Full-time: 31 to 48 hours worked,299,343,-44
E01000136,Full-time: 49 or more hours worked,158,183,-25
E01000136,Part-time: 15 hours or less worked,103,69,34
E01000136,Part-time: 16 to 30 hours worked,104,109,-5
E01000137,Full-time: 31 to 48 hours worked,368,401,-33
E01000137,Full-time: 49 or more hours worked,68,83,-15
E01000137,Part-time: 15 hours or less worked,89,50,39
E01000137,Part-time: 16 to 30 hours worked,162,148,14
E01000138,Full-time: 31 to 48 hours worked,399,364,35
