lad22cd,lad22nm,category,count_21
E09000008,Croydon,Multi-person household: No religion (household may include people who did not state their religion),21976
E09000008,Croydon,Multi-person household: Same religion and no religion (household may include people who did not state their religion),18454
E09000008,Croydon,Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),3667
E09000009,Ealing,One-person household,35662
E09000009,Ealing,Multi-person household: No people stated their religion,3107
E09000009,Ealing,Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),61137
E09000009,Ealing,Multi-person household: No religion (household may include people who did not state their religion),14762
E09000009,Ealing,Multi-person household: Same religion and no religion (household may include people who did not state their religion),14149
E09000009,Ealing,Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),4842
E09000010,Enfield,One-person household,31159
E09000010,Enfield,Multi-person household: No people stated their religion,3324
E09000010,Enfield,Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),56696
E09000010,Enfield,Multi-person household: No religion (household may include people who did not state their religion),13209
E09000010,Enfield,Multi-person household: Same religion and no religion (household may include people who did not state their religion),12986
E09000010,Enfield,Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),3550
E09000011,Greenwich,One-person household,34048
E09000011,Greenwich,Multi-person household: No people stated their religion,2303
E09000011,Greenwich,Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),38781
E09000011,Greenwich,Multi-person household: No religion (household may include people who did not state their religion),21519
E09000011,Greenwich,Multi-person household: Same religion and no religion (household may include people who did not state their religion),14487
E09000011,Greenwich,Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),2915
E09000012,Hackney,One-person household,34928
E09000012,Hackney,Multi-person household: No people stated their religion,2804
E09000012,Hackney,Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),30017
E09000012,Hackney,Multi-person household: No religion (household may include people who did not state their religion),24238
E09000012,Hackney,Multi-person household: Same religion and no religion (household may include people who did not state their religion),11935
E09000012,Hackney,Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),2160
E09000013,Hammersmith and Fulham,One-person household,29324
E09000013,Hammersmith and Fulham,Multi-person household: No people stated their religion,2005
E09000013,Hammersmith and Fulham,Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),24527
E09000013,Hammersmith and Fulham,Multi-person household: No religion (household may include people who did not state their religion),12280
E09000013,Hammersmith and Fulham,Multi-person household: Same religion and no religion (household may include people who did not state their religion),11071
E09000013,Hammersmith and Fulham,Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),2037
E09000014,Haringey,One-person household,32293
E09000014,Haringey,Multi-person household: No people stated their religion,2511
E09000014,Haringey,Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),34936
E09000014,Haringey,Multi-person household: No religion (household may include people who did not state their religion),19496
E09000014,Haringey,Multi-person household: Same religion and no religion (household may include people who did not state their religion),12801
E09000014,Haringey,Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),3055
E09000015,Harrow,One-person household,19852
E09000015,Harrow,Multi-person household: No people stated their religion,2045
E09000015,Harrow,Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),52215
E09000015,Harrow,Multi-person household: No religion (household may include people who did not state their religion),4988
E09000015,Harrow,Multi-person household: Same religion and no religion (household may include people who did not state their religion),6982
E09000015,Harrow,Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),3558
E09000016,Havering,One-person household,26129
E09000016,Havering,Multi-person household: No people stated their religion,1938
E09000016,Havering,Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),40372
E09000016,Havering,Multi-person household: No religion (household may include people who did not state their religion),17129
E09000016,Havering,Multi-person household: Same religion and no religion (household may include people who did not state their religion),13918
E09000016,Havering,Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),1791
E09000017,Hillingdon,One-person household,26635
E09000017,Hillingdon,Multi-person household: No people stated their religion,2124
E09000017,Hillingdon,Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),52659
E09000017,Hillingdon,Multi-person household: No religion (household may include people who did not state their religion),11773
E09000017,Hillingdon,Multi-person household: Same religion and no religion (household may include people who did not state their religion),11898
E09000017,Hillingdon,Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),4139
E09000018,Hounslow,One-person household,26209
E09000018,Hounslow,Multi-person household: No people stated their religion,2212
E09000018,Hounslow,Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),48747
E09000018,Hounslow,Multi-person household: No religion (household may include people who did not state their religion),11062
E09000018,Hounslow,Multi-person household: Same religion and no religion (household may include people who did not state their religion),10479
E09000018,Hounslow,Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),4252
E09000019,Islington,One-person household,34795
E09000019,Islington,Multi-person household: No people stated their religion,2155
E09000019,Islington,Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),22854
E09000019,Islington,Multi-person household: No religion (household may include people who did not state their religion),21428
E09000019,Islington,Multi-person household: Same religion and no religion (household may include people who did not state their religion),13316
E09000019,Islington,Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),1949
E09000020,Kensington and Chelsea,One-person household,29232
E09000020,Kensington and Chelsea,Multi-person household: No people stated their religion,1984
E09000020,Kensington and Chelsea,Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),19952
E09000020,Kensington and Chelsea,Multi-person household: No religion (household may include people who did not state their religion),7180
E09000020,Kensington and Chelsea,Multi-person household: Same religion and no religion (household may include people who did not state their religion),6683
E09000020,Kensington and Chelsea,Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),1853
E09000021,Kingston upon Thames,One-person household,17716
E09000021,Kingston upon Thames,Multi-person household: No people stated their religion,1545
E09000021,Kingston upon Thames,Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),22016
E09000021,Kingston upon Thames,Multi-person household: No religion (household may include people who did not state their religion),12705
E09000021,Kingston upon Thames,Multi-person household: Same religion and no religion (household may include people who did not state their religion),9996
E09000021,Kingston upon Thames,Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),1648
E09000022,Lambeth,One-person household,43154
E09000022,Lambeth,Multi-person household: No people stated their religion,2820
E09000022,Lambeth,Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),37519
E09000022,Lambeth,Multi-person household: No religion (household may include people who did not state their religion),29047
E09000022,Lambeth,Multi-person household: Same religion and no religion (household may include people who did not state their religion),19273
E09000022,Lambeth,Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),2875
E09000023,Lewisham,One-person household,37147
E09000023,Lewisham,Multi-person household: No people stated their religion,2827
E09000023,Lewisham,Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),36751
E09000023,Lewisham,Multi-person household: No religion (household may include people who did not state their religion),27031
E09000023,Lewisham,Multi-person household: Same religion and no religion (household may include people who did not state their religion),15954
E09000023,Lewisham,Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),2682
E09000024,Merton,One-person household,20464
E09000024,Merton,Multi-person household: No people stated their religion,1943
E09000024,Merton,Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),31961
E09000024,Merton,Multi-person household: No religion (household may include people who did not state their religion),13482
E09000024,Merton,Multi-person household: Same religion and no religion (household may include people who did not state their religion),11656
E09000024,Merton,Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),2223
E09000025,Newham,One-person household,27038
E09000025,Newham,Multi-person household: No people stated their religion,2660
E09000025,Newham,Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),60686
E09000025,Newham,Multi-person household: No religion (household may include people who did not state their religion),11189
E09000025,Newham,Multi-person household: Same religion and no religion (household may include people who did not state their religion),10106
E09000025,Newham,Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),3827
E09000026,Redbridge,One-person household,23886
E09000026,Redbridge,Multi-person household: No people stated their religion,2327
E09000026,Redbridge,Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),57443
E09000026,Redbridge,Multi-person household: No religion (household may include people who did not state their religion),7677
E09000026,Redbridge,Multi-person household: Same religion and no religion (household may include people who did not state their religion),8849
E09000026,Redbridge,Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),3531
E09000027,Richmond upon Thames,One-person household,23871
E09000027,Richmond upon Thames,Multi-person household: No people stated their religion,1777
E09000027,Richmond upon Thames,Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),23608
E09000027,Richmond upon Thames,Multi-person household: No religion (household may include people who did not state their religion),16594
E09000027,Richmond upon Thames,Multi-person household: Same religion and no religion (household may include people who did not state their religion),13210
E09000027,Richmond upon Thames,Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),1648
E09000028,Southwark,One-person household,43348
E09000028,Southwark,Multi-person household: No people stated their religion,2697
E09000028,Southwark,Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),37404
E09000028,Southwark,Multi-person household: No religion (household may include people who did not state their religion),27047
E09000028,Southwark,Multi-person household: Same religion and no religion (household may include people who did not state their religion),16951
E09000028,Southwark,Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),3371
E09000029,Sutton,One-person household,22197
E09000029,Sutton,Multi-person household: No people stated their religion,1712
E09000029,Sutton,Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),30410
E09000029,Sutton,Multi-person household: No religion (household may include people who did not state their religion),14877
E09000029,Sutton,Multi-person household: Same religion and no religion (household may include people who did not state their religion),11594
E09000029,Sutton,Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),1558
E09000030,Tower Hamlets,One-person household,38531
E09000030,Tower Hamlets,Multi-person household: No people stated their religion,2509
E09000030,Tower Hamlets,Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),43164
E09000030,Tower Hamlets,Multi-person household: No religion (household may include people who did not state their religion),20160
E09000030,Tower Hamlets,Multi-person household: Same religion and no religion (household may include people who did not state their religion),13386
E09000030,Tower Hamlets,Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),2789
E09000031,Waltham Forest,One-person household,26696
E09000031,Waltham Forest,Multi-person household: No people stated their religion,2393
E09000031,Waltham Forest,Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),39898
E09000031,Waltham Forest,Multi-person household: No religion (household may include people who did not state their religion),19204
E09000031,Waltham Forest,Multi-person household: Same religion and no religion (household may include people who did not state their religion),12103
E09000031,Waltham Forest,Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),2607
E09000032,Wandsworth,One-person household,41132
E09000032,Wandsworth,Multi-person household: No people stated their religion,2820
E09000032,Wandsworth,Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),40009
E09000032,Wandsworth,Multi-person household: No religion (household may include people who did not state their religion),27879
E09000032,Wandsworth,Multi-person household: Same religion and no religion (household may include people who did not state their religion),22514
E09000032,Wandsworth,Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),3037
E09000033,Westminster,One-person household,40443
E09000033,Westminster,Multi-person household: No people stated their religion,2534
E09000033,Westminster,Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),27984
E09000033,Westminster,Multi-person household: No religion (household may include people who did not state their religion),11170
E09000033,Westminster,Multi-person household: Same religion and no religion (household may include people who did not state their religion),9710
E09000033,Westminster,Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),2973
